user,member,sex,baby_age,baby_sex
43876,3,1,5,1
43877,3,0,24,3
43878,3,2,9,2
43879,4,2,31,1
43880,5,2,2,1
43881,3,2,41,2
43882,4,0,15,1
43883,3,0,36,2
43884,3,1,118,1
43885,3,2,20,2
43886,2,2,12,2
43887,4,2,22,1
43888,4,2,14,1
43889,3,2,32,2
43890,2,0,4,2
43891,3,2,36,2
43892,2,0,115,2
43893,3,2,68,2
43894,3,2,23,2
43895,3,0,26,2
43896,2,2,34,1
43897,3,1,49,2
43898,3,2,127,1
43899,3,2,-1,3
43900,6,2,21,1
43901,1,0,32,1
43902,3,2,21,2
43903,3,-99,-99,-99
43904,3,2,35,2
43905,3,2,29,1
43906,3,2,30,1
43907,3,2,0,2
43908,1,2,10,2
43909,3,2,47,2
43910,5,2,21,1
43911,5,2,20,1
43912,5,2,27,2
43913,3,2,50,2
43914,3,1,35,1
43915,3,2,8,1
43916,4,2,20,2
43917,3,2,62,2
43918,3,2,71,2
43919,3,2,34,1
43920,3,2,55,2
43921,2,1,14,1
43922,3,2,-99,0
43923,3,2,66,1
43924,3,2,29,1
43925,2,-99,-99,-99
43926,2,2,22,1
43927,3,2,30,2
43928,5,2,28,2
43929,3,2,27,2
43930,2,2,18,2
43931,5,0,91,1
43932,2,2,116,2
43933,2,2,18,2
43934,1,2,56,2
43935,3,2,28,1
43936,2,2,18,2
43937,5,0,55,2
43938,3,2,28,2
43939,3,2,7,1
43940,1,2,8,2
43941,3,0,50,2
43942,3,2,19,1
43943,3,-99,-99,-99
43944,4,0,58,2
43945,3,2,29,2
43946,3,2,41,2
43947,2,2,53,2
43948,6,2,43,2
43949,4,2,36,1
43950,3,2,27,2
43951,2,0,49,2
43952,3,0,27,2
43953,3,0,35,2
43954,3,2,63,2
43955,2,2,43,2
43956,2,2,38,2
43957,3,2,51,1
43958,3,2,33,2
43959,3,0,37,2
43960,3,2,48,2
43961,2,2,14,2
43962,3,2,21,1
43963,1,0,41,2
43964,3,2,9,1
43965,2,2,45,1
43966,3,2,33,1
43967,3,2,11,1
43968,3,0,5,3
43969,4,2,5,2
43970,2,0,-99,0
43971,3,2,15,2
43972,3,2,84,1
43973,3,2,57,2
43974,3,2,24,2
43975,3,1,68,2
43976,5,2,10,1
43977,2,1,24,1
43978,3,2,4,3
43979,3,2,49,2
43980,3,0,70,2
43981,4,0,49,2
43982,5,2,5,3
43983,3,0,110,1
43984,3,2,30,1
43985,2,2,11,2
43986,3,0,70,2
43987,4,2,22,2
43988,3,2,25,1
43989,3,2,11,1
43990,3,2,44,2
43991,3,2,33,1
43992,2,2,31,1
43993,3,2,33,1
43994,0,2,19,1
43995,3,2,4,1
43996,2,2,5,2
43997,2,1,-99,0
43998,2,2,5,2
43999,3,0,21,1
44000,4,0,24,2
44001,3,2,7,2
44002,3,0,-99,0
44003,3,0,13,2
44004,3,2,9,1
44005,4,2,28,2
44006,3,2,27,2
44007,3,2,11,2
44008,3,2,92,2
44009,3,2,18,1
44010,4,2,50,1
44011,3,0,19,2
44012,3,2,14,1
44013,3,1,20,2
44014,3,0,100,2
44015,2,2,33,1
44016,4,2,21,2
44017,4,2,78,2
44018,3,2,8,2
44019,2,2,65,2
44020,2,2,76,2
44021,1,2,91,1
44022,3,2,33,2
44023,6,2,37,2
44024,4,0,22,1
44025,2,2,9,1
44026,3,2,7,2
44027,3,0,23,1
44028,5,2,-99,2
44029,4,2,3,1
44030,3,2,30,2
44031,4,2,32,2
44032,3,2,46,2
44033,3,2,26,2
44034,3,2,27,1
44035,3,2,11,1
44036,6,2,33,1
44037,5,2,63,1
44038,5,2,21,2
44039,3,2,23,2
44040,3,2,28,1
44041,2,2,10,1
44042,3,2,11,2
44043,4,2,93,2
44044,3,2,56,2
44045,2,2,60,1
44046,3,2,-99,0
44047,1,2,31,2
44048,3,2,1,1
44049,3,2,64,2
44050,3,2,58,2
44051,2,1,66,1
44052,4,2,23,2
44053,4,-99,-99,-99
44054,3,2,11,2
44055,4,2,25,1
44056,3,2,13,2
44057,1,0,70,2
44058,2,2,29,1
44059,4,2,26,2
44060,3,2,30,2
44061,3,2,47,1
44062,4,2,21,2
44063,4,0,42,2
44064,3,2,2,1
44065,2,2,0,3
44066,2,2,56,1
44067,3,2,122,1
44068,4,-99,-99,-99
44069,1,2,24,1
44070,4,2,123,2
44071,2,2,5,2
44072,3,0,15,2
44073,3,2,0,1
44074,2,2,48,2
44075,2,2,26,2
44076,3,2,21,2
44077,1,2,24,1
44078,1,2,11,2
44079,3,2,29,1
44080,4,2,28,1
44081,2,2,12,2
44082,4,2,42,2
44083,2,2,31,1
44084,3,2,15,2
44085,3,0,41,2
44086,4,2,13,2
44087,3,2,25,2
44088,3,2,19,1
44089,3,2,34,2
44090,3,2,21,2
44091,3,1,30,1
44092,3,2,36,1
44093,3,2,58,2
44094,3,2,25,1
44095,1,2,44,2
44096,1,2,-99,0
44097,3,2,9,2
44098,3,2,1,1
44099,3,2,47,2
44100,4,0,44,2
44101,3,2,15,2
44102,2,0,-99,0
44103,2,1,1,1
44104,1,2,12,2
44105,3,2,19,1
44106,4,0,34,2
44107,3,2,25,2
44108,4,2,66,2
44109,2,2,-99,0
44110,4,2,36,1
44111,4,0,14,1
44112,4,2,34,2
44113,3,2,18,3
44114,3,-99,-99,-99
44115,3,2,100,2
44116,3,2,29,1
44117,5,1,27,1
44118,4,2,31,2
44119,3,2,27,2
44120,3,2,27,1
44121,3,0,67,2
44122,1,2,4,2
44123,5,1,27,1
44124,3,2,105,1
44125,3,2,63,1
44126,4,2,56,2
44127,3,1,9,1
44128,2,2,7,1
44129,3,2,100,2
44130,4,1,26,1
44131,3,2,7,1
44132,3,2,24,1
44133,3,1,18,2
44134,3,2,137,2
44135,4,2,2,2
44136,4,2,31,1
44137,2,0,83,1
44138,4,2,34,1
44139,1,0,31,1
44140,3,2,33,1
44141,1,2,34,2
44142,4,0,20,2
44143,3,2,96,2
44144,4,2,35,1
44145,5,2,52,1
44146,3,2,-99,0
44147,3,2,-99,0
44148,4,2,25,2
44149,4,2,26,2
44150,3,2,18,2
44151,3,2,31,1
44152,2,2,52,2
44153,3,2,13,2
44154,2,0,58,1
44155,4,2,18,1
44156,3,2,27,1
44157,4,1,25,1
44158,2,2,38,1
44159,4,1,21,1
44160,3,2,23,2
44161,3,2,43,2
44162,2,2,23,2
44163,2,2,18,2
44164,2,2,20,2
44165,3,2,27,2
44166,3,0,42,2
44167,3,2,74,2
44168,4,2,20,2
44169,3,2,8,1
44170,4,2,17,1
44171,5,2,30,2
44172,2,0,29,2
44173,5,2,14,2
44174,3,2,32,1
44175,3,2,18,1
44176,5,2,20,1
44177,3,0,12,1
44178,2,2,3,1
44179,4,2,37,1
44180,3,0,7,3
44181,3,0,31,2
44182,2,2,11,2
44183,3,2,26,1
44184,4,1,19,1
44185,3,2,7,1
44186,3,2,21,2
44187,2,0,45,2
44188,3,2,26,1
44189,3,2,5,2
44190,3,2,7,1
44191,4,2,19,1
44192,3,2,29,2
44193,3,2,35,2
44194,2,2,23,2
44195,4,-99,-99,-99
44196,2,2,17,2
44197,4,2,10,2
44198,3,2,88,2
44199,4,2,23,2
44200,3,2,34,1
44201,3,0,25,1
44202,2,2,43,2
44203,4,2,69,1
44204,3,0,78,1
44205,3,2,13,2
44206,4,2,23,1
44207,3,2,2,1
44208,3,2,8,3
44209,3,1,5,1
44210,2,2,14,2
44211,4,2,49,2
44212,2,2,36,1
44213,3,1,7,1
44214,3,2,32,2
44215,3,2,24,1
44216,2,2,41,2
44217,3,2,37,2
44218,3,2,16,1
44219,3,2,-99,2
44220,3,2,34,1
44221,4,2,-99,0
44222,3,0,-99,2
44223,5,2,18,2
44224,2,2,53,2
44225,2,0,51,2
44226,2,1,17,1
44227,3,-99,-99,-99
44228,2,2,101,2
44229,3,0,15,2
44230,2,2,6,2
44231,2,2,20,2
44232,4,2,15,2
44233,1,2,31,2
44234,2,0,-99,0
44235,2,2,80,2
44236,4,2,23,2
44237,3,1,26,1
44238,2,2,28,1
44239,3,2,190,2
44240,4,2,36,2
44241,2,2,52,2
44242,3,2,19,2
44243,4,2,23,2
44244,2,2,18,2
44245,6,2,14,1
44246,5,2,39,1
44247,3,2,18,2
44248,3,1,23,1
44249,3,2,32,1
44250,3,2,29,2
44251,4,2,2,2
44252,3,1,-99,0
44253,3,0,33,2
44254,3,2,42,2
44255,4,2,48,2
44256,3,2,60,1
44257,3,1,8,1
44258,5,1,27,1
44259,3,2,16,1
44260,2,2,0,3
44261,3,2,22,2
44262,2,2,44,1
44263,3,2,80,2
44264,4,0,22,1
44265,3,1,30,1
44266,3,2,-99,0
44267,2,2,9,2
44268,3,2,92,1
44269,4,2,26,2
44270,4,1,7,1
44271,3,0,-99,2
44272,3,2,3,2
44273,3,2,31,2
44274,3,2,46,2
44275,3,2,28,2
44276,4,2,25,1
44277,3,2,30,1
44278,4,2,8,2
44279,2,-99,-99,-99
44280,2,1,36,2
44281,4,2,17,1
44282,1,2,54,2
44283,3,0,13,0
44284,3,0,8,2
44285,3,2,81,1
44286,3,2,43,2
44287,4,0,42,1
44288,3,2,12,2
44289,4,-99,-99,-99
44290,3,2,7,2
44291,1,2,-99,0
44292,5,2,36,1
44293,1,-99,-99,-99
44294,3,0,71,2
44295,3,2,40,1
44296,4,2,33,2
44297,3,2,116,2
44298,3,2,94,2
44299,3,2,-99,0
44300,5,2,15,2
44301,2,2,46,2
44302,2,2,67,1
44303,3,2,39,2
44304,3,2,1,1
44305,3,0,22,2
44306,4,2,16,1
44307,3,2,109,2
44308,3,1,26,1
44309,3,2,24,2
44310,4,2,-99,2
44311,1,2,-99,4
44312,3,2,18,2
44313,1,2,2,2
44314,3,2,20,1
44315,3,2,82,1
44316,2,2,-1,3
44317,5,2,103,2
44318,1,2,46,2
44319,3,2,70,2
44320,3,1,2,1
44321,3,2,21,2
44322,3,2,23,2
44323,3,2,16,1
44324,4,2,18,3
44325,2,2,5,2
44326,3,2,13,2
44327,5,2,93,2
44328,1,2,22,1
44329,1,2,19,2
44330,3,2,-99,0
44331,2,0,10,2
44332,3,2,61,2
44333,2,2,17,2
44334,2,2,39,2
44335,3,2,1,1
44336,2,2,23,1
44337,2,2,25,1
44338,3,2,57,2
44339,3,1,30,1
44340,3,2,17,1
44341,2,2,-99,0
44342,3,0,26,2
44343,3,2,78,1
44344,1,2,-99,0
44345,3,0,8,2
44346,2,2,18,2
44347,5,2,28,1
44348,3,2,62,1
44349,3,0,-99,0
44350,3,2,22,2
44351,3,2,83,2
44352,1,2,40,2
44353,3,2,12,2
44354,3,0,59,2
44355,1,0,29,2
44356,4,2,9,1
44357,3,2,21,1
44358,5,2,4,2
44359,3,2,34,1
44360,3,2,38,1
44361,3,0,26,1
44362,3,0,35,2
44363,4,2,18,2
44364,2,1,30,1
44365,4,1,32,2
44366,3,2,28,2
44367,2,2,25,1
44368,3,2,22,2
44369,3,2,1,1
44370,1,2,11,1
44371,3,2,103,1
44372,2,0,33,1
44373,1,2,9,3
44374,2,2,26,1
44375,2,2,16,2
44376,5,2,39,1
44377,4,2,71,2
44378,4,2,37,2
44379,2,2,38,1
44380,3,2,39,2
44381,4,1,82,1
44382,3,2,-99,0
44383,2,2,37,1
44384,3,2,44,1
44385,3,1,29,1
44386,5,2,156,2
44387,3,0,47,2
44388,3,2,33,2
44389,1,2,16,2
44390,3,2,35,2
44391,3,1,40,1
44392,1,0,16,2
44393,6,2,60,2
44394,3,2,28,1
44395,3,0,33,2
44396,4,2,25,1
44397,3,2,18,2
44398,3,2,6,1
44399,3,2,7,1
44400,4,2,41,1
44401,3,2,-99,0
44402,4,2,10,1
44403,3,2,21,1
44404,3,1,12,1
44405,1,2,27,1
44406,3,0,21,1
44407,3,2,35,2
44408,2,2,59,1
44409,3,2,21,2
44410,1,2,1,2
44411,3,2,21,1
44412,3,2,9,2
44413,3,2,12,1
44414,3,2,13,1
44415,2,2,43,1
44416,4,2,83,1
44417,3,2,34,2
44418,3,2,105,1
44419,3,2,0,3
44420,1,2,23,2
44421,2,2,13,2
44422,2,2,13,1
44423,4,2,-99,3
44424,1,-99,-99,-99
44425,1,2,28,1
44426,1,2,0,1
44427,3,2,-99,0
44428,3,2,15,2
44429,2,0,98,2
44430,3,2,2,2
44431,2,2,39,1
44432,3,2,18,2
44433,4,0,20,1
44434,1,1,66,1
44435,3,0,3,1
44436,1,2,4,1
44437,3,2,34,2
44438,1,2,6,3
44439,1,1,5,1
44440,2,1,21,1
44441,4,2,40,2
44442,1,2,14,1
44443,4,0,22,2
44444,1,2,37,2
44445,3,2,93,2
44446,2,2,64,1
44447,2,2,-99,0
44448,4,2,-99,0
44449,2,2,46,1
44450,3,2,56,1
44451,4,2,5,1
44452,4,1,16,1
44453,4,2,70,2
44454,4,1,7,2
44455,4,2,19,1
44456,2,0,49,1
44457,4,2,18,2
44458,5,0,94,2
44459,4,2,31,2
44460,3,2,26,2
44461,2,-99,-99,-99
44462,4,2,2,1
44463,3,2,60,2
44464,1,2,-99,0
44465,1,2,104,2
44466,3,2,1,2
44467,3,2,92,2
44468,3,2,33,2
44469,2,0,55,1
44470,3,1,5,1
44471,2,1,55,1
44472,3,0,-99,0
44473,2,2,1,1
44474,3,2,53,2
44475,5,2,29,2
44476,3,2,23,1
44477,3,2,19,2
44478,2,2,22,1
44479,2,0,31,1
44480,2,2,29,1
44481,1,2,9,1
44482,0,2,-2,3
44483,4,2,-99,0
44484,1,2,1,2
44485,3,2,39,1
44486,2,2,-99,1
44487,3,0,25,1
44488,3,2,155,2
44489,3,2,22,2
44490,3,2,26,1
44491,3,2,30,1
44492,3,2,23,2
44493,3,2,119,1
44494,4,2,15,2
44495,4,2,7,2
44496,2,0,21,2
44497,1,0,72,1
44498,5,2,22,1
44499,2,2,42,2
44500,5,2,21,1
44501,3,2,39,2
44502,3,2,19,1
44503,3,2,20,1
44504,3,2,12,2
44505,3,2,19,2
44506,3,2,11,2
44507,3,2,183,1
44508,3,2,158,2
44509,3,1,6,1
44510,4,1,54,1
44511,1,1,18,1
44512,2,2,2,2
44513,4,2,15,1
44514,2,2,63,2
44515,3,2,4,2
44516,3,2,6,1
44517,1,2,-99,0
44518,3,2,27,1
44519,2,1,16,1
44520,2,2,-1,3
44521,3,2,16,1
44522,3,0,35,2
44523,2,2,24,1
44524,3,2,15,2
44525,3,1,32,1
44526,4,2,19,1
44527,3,2,39,2
44528,3,2,16,2
44529,3,1,26,1
44530,3,2,29,2
44531,3,2,32,2
44532,4,2,49,2
44533,2,2,42,1
44534,3,-99,-99,-99
44535,2,2,7,1
44536,3,2,23,2
44537,3,0,20,2
44538,3,2,5,3
44539,2,2,20,1
44540,3,2,14,2
44541,2,0,10,2
44542,3,0,68,1
44543,2,1,32,1
44544,2,0,18,2
44545,2,2,64,1
44546,2,2,23,2
44547,3,0,10,2
44548,3,2,40,2
44549,3,2,44,1
44550,3,2,1,2
44551,3,2,19,1
44552,3,2,15,2
44553,3,2,66,1
44554,3,2,1,3
44555,4,2,58,2
44556,1,2,23,2
44557,2,2,57,1
44558,4,2,16,2
44559,1,0,34,2
44560,3,2,24,2
44561,3,2,29,2
44562,4,-99,-99,-99
44563,2,2,33,1
44564,4,2,30,1
44565,3,2,15,1
44566,3,0,19,2
44567,2,2,20,2
44568,3,2,9,2
44569,3,1,22,1
44570,3,2,16,1
44571,4,0,130,1
44572,2,2,-99,0
44573,2,2,11,1
44574,3,2,13,2
44575,4,2,30,2
44576,3,2,73,2
44577,3,2,-99,0
44578,4,2,30,1
44579,3,2,71,1
44580,3,0,17,2
44581,3,2,9,2
44582,3,2,22,1
44583,3,2,14,1
44584,2,2,83,2
44585,3,-99,-99,-99
44586,3,0,96,1
44587,1,2,24,1
44588,1,2,14,1
44589,3,2,-99,0
44590,3,1,55,2
44591,3,2,39,1
44592,3,-99,-99,-99
44593,3,2,11,3
44594,3,0,15,2
44595,3,2,-99,0
44596,2,2,74,2
44597,4,2,29,1
44598,3,2,14,2
44599,3,2,57,1
44600,2,2,58,1
44601,3,0,28,1
44602,3,2,16,2
44603,3,2,84,2
44604,2,2,24,2
44605,2,2,48,2
44606,3,2,8,2
44607,3,2,15,2
44608,4,2,10,3
44609,6,2,16,1
44610,1,2,48,2
44611,3,2,22,1
44612,3,2,35,1
44613,3,2,14,1
44614,2,2,40,2
44615,3,2,15,2
44616,2,1,14,1
44617,2,2,10,2
44618,2,2,71,2
44619,3,2,43,1
44620,3,2,27,1
44621,2,2,13,1
44622,1,0,36,1
44623,1,2,19,1
44624,2,2,1,1
44625,3,2,62,2
44626,1,2,17,2
44627,3,0,23,2
44628,2,2,43,2
44629,3,2,-99,0
44630,3,2,42,1
44631,1,0,57,2
44632,3,2,7,2
44633,3,2,9,1
44634,3,2,34,2
44635,2,2,7,3
44636,1,2,35,2
44637,3,2,5,1
44638,3,-99,-99,-99
44639,2,2,33,2
44640,3,2,12,2
44641,3,0,66,2
44642,3,2,48,1
44643,3,-99,-99,-99
44644,3,0,17,2
44645,1,2,55,2
44646,3,2,14,1
44647,5,2,34,1
44648,3,2,5,1
44649,3,1,0,1
44650,5,2,22,2
44651,2,0,21,1
44652,3,2,10,2
44653,3,2,152,2
44654,3,2,74,1
44655,2,2,25,1
44656,4,2,15,1
44657,3,2,50,2
44658,1,2,10,2
44659,2,2,0,2
44660,3,1,-99,0
44661,2,2,19,1
44662,3,0,124,1
44663,4,2,17,2
44664,3,2,-99,2
44665,3,2,23,1
44666,3,2,30,1
44667,3,2,1,1
44668,5,2,-99,0
44669,1,2,45,2
44670,1,-99,-99,-99
44671,3,2,41,2
44672,2,2,0,3
44673,5,2,22,1
44674,3,2,5,1
44675,5,2,15,1
44676,3,2,59,1
44677,3,2,73,1
44678,3,2,2,1
44679,2,-99,-99,-99
44680,1,2,26,2
44681,3,2,82,1
44682,3,2,-99,2
44683,3,2,10,2
44684,5,0,-99,0
44685,1,2,0,1
44686,2,2,11,2
44687,2,2,35,1
44688,4,2,25,1
44689,2,2,46,1
44690,3,0,9,2
44691,2,2,30,1
44692,3,0,128,1
44693,3,2,29,1
44694,3,2,5,1
44695,1,2,6,1
44696,3,2,24,2
44697,3,1,110,1
44698,1,1,24,1
44699,2,2,69,2
44700,3,2,43,1
44701,3,2,21,2
44702,3,2,2,2
44703,3,2,5,2
44704,3,2,-99,0
44705,3,2,23,1
44706,4,2,24,1
44707,3,2,18,2
44708,3,0,23,2
44709,2,0,13,2
44710,2,2,2,1
44711,3,2,25,1
44712,2,2,19,1
44713,3,0,22,1
44714,3,2,43,1
44715,1,-99,-99,-99
44716,3,2,20,1
44717,4,2,46,2
44718,3,2,12,2
44719,4,2,2,1
44720,3,2,24,2
44721,3,2,26,2
44722,3,2,2,2
44723,3,1,126,2
44724,2,2,2,3
44725,1,2,60,1
44726,4,0,22,1
44727,2,2,51,1
44728,3,2,3,2
44729,3,2,11,1
44730,3,2,31,1
44731,3,0,3,2
44732,2,2,16,2
44733,3,2,-99,0
44734,3,2,22,1
44735,5,2,66,2
44736,3,2,35,1
44737,4,2,12,1
44738,2,2,45,1
44739,2,2,74,1
44740,2,2,75,1
44741,2,2,-99,0
44742,4,2,15,1
44743,1,2,8,2
44744,4,2,4,1
44745,3,-99,-99,-99
44746,3,1,26,1
44747,2,2,33,1
44748,1,2,24,2
44749,3,2,19,2
44750,4,2,61,1
44751,2,2,9,1
44752,2,1,33,1
44753,3,2,2,1
44754,3,2,19,1
44755,2,2,1,2
44756,3,2,20,2
44757,3,2,71,2
44758,3,2,48,1
44759,3,2,190,2
44760,3,2,30,2
44761,3,1,65,1
44762,1,2,39,1
44763,3,0,46,1
44764,4,1,72,4
44765,3,0,-99,2
44766,3,2,140,1
44767,3,2,13,1
44768,1,2,40,1
44769,4,2,0,1
44770,2,1,16,1
44771,2,2,19,2
44772,3,2,1,2
44773,3,2,47,2
44774,3,2,14,1
44775,3,2,8,1
44776,1,2,41,1
44777,3,2,11,1
44778,2,2,68,1
44779,3,2,20,1
44780,1,2,10,2
44781,3,2,25,2
44782,3,2,46,2
44783,1,2,0,3
44784,3,2,61,1
44785,2,2,33,1
44786,3,0,7,1
44787,4,2,17,2
44788,3,2,22,2
44789,2,2,57,1
44790,2,2,20,2
44791,2,2,19,2
44792,3,2,4,1
44793,3,0,-99,0
44794,2,2,21,2
44795,3,2,102,1
44796,3,2,22,2
44797,5,0,166,2
44798,1,2,73,1
44799,3,-99,-99,-99
44800,3,2,14,1
44801,3,2,28,2
44802,3,2,25,2
44803,4,0,27,1
44804,2,2,11,2
44805,3,0,32,1
44806,2,2,64,1
44807,3,0,13,3
44808,3,2,11,1
44809,3,0,34,2
44810,3,0,72,2
44811,3,0,25,1
44812,3,2,12,2
44813,4,2,-99,0
44814,3,2,2,2
44815,3,2,7,1
44816,3,2,8,2
44817,5,0,10,1
44818,3,1,13,1
44819,6,2,47,2
44820,3,2,4,3
44821,2,1,32,1
44822,3,2,8,2
44823,3,2,41,2
44824,3,2,19,2
44825,3,2,6,2
44826,3,0,37,1
44827,3,0,77,1
44828,2,0,5,2
44829,4,0,71,2
44830,3,2,11,1
44831,2,-99,-99,-99
44832,4,2,17,1
44833,3,2,36,2
44834,2,2,12,2
44835,2,2,10,1
44836,3,-99,-99,-99
44837,3,2,13,2
44838,3,0,58,1
44839,3,2,64,2
44840,3,0,42,2
44841,4,2,18,1
44842,3,2,18,2
44843,2,2,10,2
44844,2,2,17,1
44845,3,2,9,2
44846,4,2,63,1
44847,4,-99,-99,-99
44848,3,2,59,1
44849,3,2,23,2
44850,2,2,12,1
44851,3,2,17,1
44852,5,2,14,1
44853,3,2,77,1
44854,4,2,8,1
44855,3,2,80,1
44856,3,0,95,2
44857,3,2,62,2
44858,2,2,12,1
44859,2,1,10,1
44860,3,0,24,1
44861,3,1,33,1
44862,3,2,19,2
44863,2,2,7,1
44864,1,2,18,1
44865,2,2,-3,3
44866,3,2,112,2
44867,3,1,-99,0
44868,4,2,20,2
44869,3,2,51,1
44870,2,-99,-99,-99
44871,2,0,20,1
44872,3,2,13,2
44873,2,2,-99,0
44874,3,2,17,1
44875,3,1,21,2
44876,3,1,12,1
44877,2,2,100,2
44878,2,1,78,1
44879,3,2,8,2
44880,4,2,13,2
44881,3,2,56,1
44882,3,2,17,2
44883,3,-99,-99,-99
44884,3,2,148,2
44885,3,2,15,1
44886,3,2,34,1
44887,2,2,69,1
44888,3,2,3,2
44889,3,2,60,2
44890,3,2,19,2
44891,3,2,12,1
44892,2,2,98,2
44893,2,2,102,2
44894,3,2,12,1
44895,3,2,33,2
44896,3,2,7,2
44897,3,2,105,1
44898,2,2,8,3
44899,3,2,36,1
44900,3,2,12,2
44901,3,2,13,1
44902,3,0,36,1
44903,2,2,20,1
44904,1,0,35,1
44905,3,2,18,1
44906,1,2,3,2
44907,3,2,24,1
44908,3,0,26,2
44909,4,2,24,2
44910,3,2,9,1
44911,3,1,11,1
44912,3,2,84,2
44913,4,2,15,1
44914,1,2,98,2
44915,3,2,-99,0
44916,3,2,18,2
44917,6,2,46,1
44918,3,2,28,2
44919,2,2,12,1
44920,3,2,34,2
44921,3,2,12,2
44922,3,0,31,2
44923,4,2,11,1
44924,3,2,26,2
44925,3,-99,-99,-99
44926,3,0,12,2
44927,2,2,-99,0
44928,3,2,51,1
44929,3,0,112,2
44930,3,2,13,1
44931,2,1,25,1
44932,2,2,53,1
44933,3,2,22,1
44934,3,2,12,1
44935,3,2,0,2
44936,3,0,18,1
44937,4,2,12,1
44938,3,2,9,2
44939,2,2,14,1
44940,1,2,-99,0
44941,3,2,18,1
44942,3,2,1,2
44943,3,0,13,2
44944,2,2,9,2
44945,4,2,11,1
44946,3,2,-99,0
44947,3,-99,-99,-99
44948,2,2,66,2
44949,3,2,73,2
44950,3,2,6,2
44951,3,1,5,1
44952,3,2,26,2
44953,4,2,-99,2
44954,3,2,29,2
44955,2,2,0,2
44956,3,2,33,2
44957,5,2,16,2
44958,3,1,38,1
44959,3,2,10,1
44960,2,2,123,2
44961,3,2,14,2
44962,4,2,15,1
44963,3,2,0,2
44964,3,2,16,1
44965,3,2,38,2
44966,2,0,60,2
44967,3,1,54,1
44968,2,2,17,2
44969,3,2,92,2
44970,4,2,11,1
44971,5,0,14,3
44972,3,2,57,2
44973,3,2,13,2
44974,4,2,8,1
44975,3,2,36,2
44976,2,2,39,2
44977,3,1,24,1
44978,3,2,33,2
44979,3,2,12,2
44980,3,2,14,1
44981,3,2,23,2
44982,4,-99,-99,-99
44983,1,2,19,2
44984,3,2,18,1
44985,3,2,-99,0
44986,1,2,18,2
44987,4,0,117,2
44988,3,2,10,2
44989,3,2,45,1
44990,2,2,10,2
44991,3,2,108,1
44992,3,2,89,2
44993,0,2,77,1
44994,3,2,69,2
44995,3,2,71,1
44996,3,2,10,1
44997,1,0,18,2
44998,4,2,18,1
44999,3,2,83,1
45000,3,-99,-99,-99
45001,2,2,95,2
45002,2,2,16,1
45003,3,0,10,1
45004,4,2,10,1
45005,3,0,32,2
45006,2,2,6,1
45007,1,2,12,1
45008,4,2,10,2
45009,3,-99,-99,-99
45010,3,2,43,2
45011,3,2,8,2
45012,2,2,38,2
45013,3,1,31,1
45014,3,2,89,2
45015,3,2,-99,0
45016,4,0,14,1
45017,4,2,16,2
45018,3,2,17,1
45019,3,2,12,2
45020,1,2,4,2
45021,2,2,0,1
45022,3,2,12,1
45023,3,2,11,2
45024,3,2,22,1
45025,1,2,24,2
45026,3,2,25,1
45027,3,2,72,1
45028,2,2,-99,0
45029,3,2,7,2
45030,4,2,20,2
45031,3,2,16,2
45032,3,0,14,2
45033,2,2,13,2
45034,3,2,27,2
45035,3,2,15,2
45036,3,2,11,1
45037,3,2,7,2
45038,3,2,103,2
45039,3,2,-99,0
45040,3,2,18,1
45041,3,2,15,2
45042,4,2,144,2
45043,4,2,28,1
45044,4,2,21,1
45045,3,2,107,1
45046,3,0,23,2
45047,4,2,18,2
45048,3,2,14,2
45049,3,2,87,1
45050,3,1,47,1
45051,1,2,1,1
45052,4,-99,-99,-99
45053,3,2,19,1
45054,3,0,42,1
45055,2,2,23,2
45056,3,2,0,1
45057,3,2,20,2
45058,3,2,5,2
45059,3,2,17,2
45060,4,2,11,2
45061,4,2,6,1
45062,3,1,9,1
45063,4,2,7,4
45064,3,0,20,2
45065,3,2,11,2
45066,3,2,35,2
45067,2,0,70,2
45068,2,2,31,2
45069,3,2,18,2
45070,3,2,14,2
45071,1,2,1,1
45072,3,2,22,2
45073,4,2,-99,2
45074,3,2,46,2
45075,2,2,2,1
45076,2,2,96,1
45077,2,0,12,2
45078,2,2,115,2
45079,3,2,31,1
45080,3,2,-99,0
45081,3,0,-99,0
45082,3,0,54,1
45083,1,2,18,1
45084,1,2,5,1
45085,2,2,10,1
45086,2,2,136,2
45087,3,2,3,1
45088,1,2,-99,0
45089,3,2,4,2
45090,3,2,39,1
45091,3,2,11,2
45092,3,1,132,2
45093,3,2,2,2
45094,3,2,11,2
45095,3,-99,-99,-99
45096,2,2,4,1
45097,1,2,-99,1
45098,5,2,8,3
45099,2,0,16,2
45100,1,2,46,2
45101,5,2,21,1
45102,3,0,43,1
45103,2,2,81,1
45104,3,2,12,2
45105,5,2,22,1
45106,3,2,10,1
45107,2,2,9,2
45108,2,2,43,2
45109,2,0,49,2
45110,2,0,24,1
45111,3,2,29,2
45112,2,0,34,1
45113,3,2,14,2
45114,1,2,12,2
45115,3,2,17,1
45116,2,2,239,0
45117,3,0,12,1
45118,3,2,13,1
45119,3,2,16,2
45120,3,2,60,1
45121,3,2,18,2
45122,3,0,-99,2
45123,2,2,9,2
45124,3,2,18,1
45125,3,0,11,1
45126,3,1,9,1
45127,2,0,37,2
45128,2,-99,-99,-99
45129,2,1,16,1
